1_ae-12a_000020-000053	0_4d3528bc8e13d3761e75401cf28cc699
1_dg-54o15a_000091-000115	1_046a970c0d1d18d531fc12f74503924e
1_dg-61486a_000065-000088	1_1e95488ff050f10282f1344b616f3f61
1_dg-711a_000071-000093	1_1f058e5d4df9581674ed2bdb838879b0
1_dg-711a_000092-000135	1_37cb5a6855e01dc9c5c5fa388dc4d28d
1_dg-751a_000080-000123	1_38f6e186469b56be5cfb551f09c6c227
1_dg-862441za_000158-000196	1_38fa7dc796cf7362f3b64acb5dd4c537
1_dg-8oo12a_000122-000153	1_39b83ac23beb07a7da1913677f65b545
1_dg-91a_000081-000128	1_1f06b8b1c2347373c36f7ce1a04f7e6b
1_dg-o813a_000059-000083	1_3abec0e1bd54208e05df189cd34bbc1d
1_dg-z216za_000077-000098	1_3b0f5a50fce22b6dbed0013bba9154d1
1_dg-z614773a_000109-000155	1_3b82f2c398acab207465edb6f40ee742
1_dl-113a_000019-000048	1_1f1ddefd1632adc4b8d5a3cd04fabcf1
1_dl-147oa_000019-000050	1_047c942bcafdb86ed8e4b1fc558f2c13
1_dl-16o61a_000019-000044	1_3c05b252cb55560a294572c20b52f03c
1_dl-16o61a_000142-000180	1_3c3088c09febd646810d11d92f3463ca
1_dl-1964143a_000019-000038	1_1f34c37774a39cefe7d589a194d10d35
1_dl-1964143a_000165-000192	1_3d062cf813eaf7bc31f16a7fb15c0bde
1_dl-1a_000021-000060	1_3d0c8e6d0a84e9198a070ef0095b1d93
1_dl-1b_000019-000063	0_4c3801f60b4479d051903d2501d8d087
1_dl-1o863o4a_000020-000052	1_3dad6dd5a32b185a67f3f4df5f3e721b
1_dl-47917a_000117-000143	0_54ac79c384e441e3bf41162a5e3147fb
1_dl-4z981a_000193-000238	1_4070fde900b2e724dedafaa9804cbbc1
1_dl-51562zza_000055-000088	1_047cf9cdce0c5de60d7cf4e2fbefa119
1_dl-5991a_000109-000147	0_93d536539290673b51fd50d1aa2720db
1_dl-7156a_000053-000082	0_a44882a1a809ae4e28cb3789ea205bea
1_dl-739o712a_000190-000214	0_f8386ad09301248019318aa43c0d43c3
1_dl-7z551z8a_000183-000210	1_0482b52ae49fb427354f1baa7b640a9e
1_dl-92121a_000066-000121	1_409a005c320f289324cd53fdb335ba12
1_dl-92121a_000150-000194	1_40b98c40bc74dd483b50426f9f3be12e
1_dl-o1a_000041-000086	1_11eb797d5c1220e4c19e2c964fdc83df
1_dl-o1oo2a_000037-000074	1_12a9849aa4ce6bd590d1eb3b1e6b276c
1_dl-z136a_000062-000091	1_00422d9be888d4dfbde264b675aec242
1_dl-z4593z1a_000268-000309	1_418a29be968d05f8d8cea19b7fe889fa
1_dn-122a_000040-000085	1_4193c20a600bbff26376b4a29a43d13e
1_dn-16293a_000034-000061	1_1f3e63a2b6a4df4d764588f9677b06f9
1_dn-195o18oa_000056-000101	1_1fb8d97fe65733b6513fa38ad86bdf59
1_dn-195o18oa_000293-000338	1_24d85bc6386661bfab2b8f9c1084954b
1_dn-1a_000035-000086	1_252969cba9bea4ecd330efd4102659ca
1_dn-1b_000041-000095	1_263d804cda1a89a7d386fb404322a55b
1_dn-1o9o5a_000044-000083	1_26e5c0e74b8ec2b8e3cfd2a4e1d34cd7
1_dn-1zz7a_000041-000075	1_048db8d2dc8408ced4490f4bf824a3a3
1_dn-2731497a_000160-000190	1_20011bbcf339ba5c0fd8789074c2679d
1_dn-432o317a_000235-000269	1_4253368b87dcf712028225b5f5adc679
1_dn-51a_000073-000128	1_27b66f4df4a7e9b0f80a37565c541e22
1_dn-5zz1a_000168-000221	1_2865e25d809674659b83d906e167f4d3
1_dn-6151a_000081-000122	1_0491da505254855ff26c0e17f2a4e89b
1_dn-6151a_000165-000213	1_28d47cd7800826cb80087e8bf56fc23d
1_dn-6o1a_000099-000156	1_2a1c0330c75eeb093e6e83fa3ad404e2
1_dn-7716668a_000132-000183	1_04a044c715b425867465300d234160f4
1_dn-7z6z221a_000277-000328	1_2a46320d3c1eeb4ab1c644de051fa2ef
1_dn-81a_000048-000102	1_12e332db03c8190d74ebbee83961fa45
1_dn-891za_000092-000138	1_04be12c09a62b15042a666ebf8675ad4
1_dn-9841a_000121-000169	1_2d01566f180977e308afb534d91d4b01
1_dn-o257971a_000274-000320	1_2d6bdb4a616e72e19b2cc6c6e9d99139
1_dn-o341a_000102-000152	1_302f032595b142d943b25e440423b162
1_ea-11oo9a_000020-000039	1_2029704f51edb128b2ed3ae34cd398e6
1_ea-11oo9a_000038-000069	1_432c59f3cc43f6cb9cdc0174c6e77012
1_ea-13a_000019-000043	1_202f81aad6f65ac43cd66472fde0ead0
1_ea-1642a_000032-000051	1_205abfcb687c0da651d4ddb79303eab3
1_ea-1712a_000036-000060	1_205faf4c3a94c98c0671b5df0c4b03a7
1_ea-1712a_000096-000115	1_207fecbaeb4c394867e59e447d8e0f2e
1_ea-1a_000019-000065	1_20ad123f39c1b4eb8fccbebe04ed7d8e
1_ea-1b_000020-000065	1_21534ca8c02ebde8e690c6583dbad084
1_ea-1z51a_000042-000064	1_2182cf13e5179b68f4fc53adcdc49323
1_ea-1z51a_000129-000173	1_446f1317deee3970069db607ff9653b9
1_ea-21382a_000036-000062	1_452984b6c98f97dda2fc2bbb880e682b
1_ea-2341484a_000112-000135	1_218b24117a053746e39fd98bd3ef345f
1_ea-3316z45a_000083-000115	1_04c7c9d0cffd433cc48a4f02e5029ac4
1_ea-361a_000074-000118	1_0506cad2fca7c5ea5e62359045a3868b
1_ea-4472128a_000123-000152	1_472c0b6dc266002f97bb355e9c3ff337
1_ea-618z6a_000050-000067	1_050fe1b7778afe525bfd3612431ef7b4
1_ea-6z11za_000081-000103	1_21f7f2e5b2f0985400143fdc326dcd70
1_ea-6z11za_000102-000127	1_053009451d0ceef61c6bd9e9978b0a43
1_ea-7154o49a_000060-000082	1_05743e246c83bed40396819b827a9e29
1_ea-73o74o1a_000182-000221	1_47be222a21df1a848f574427bfcd6035
1_ea-o1a_000038-000083	1_494d006291eda4138f188fe64cea6872
1_ea-o5781a_000113-000155	1_22631a9a60b79cbd4f543fb9ebaa8739
1_ea-z187529a_000056-000079	1_49b818edf5d4c06cd5842e224b8cfc8c
1_ec-113oa_000019-000050	1_22ab00ff81fe2d3fa14a1ea9f203873b
1_ec-113oa_000049-000073	1_4a04718523c60f7896489000dac87773
1_ec-15221a_000011-000040	1_2363cdb6722e8bccbd546c2334e5a7c9
1_ec-15221a_000123-000169	1_4a45b05181e08ae5e88c80e2e33c355a
1_ec-16z4359a_000018-000045	1_2391441832982756a39e0bfa94348f51
1_ec-171a_000023-000053	1_23f173c2ff5cc57f004b0c7b1d872f01
1_ec-171a_000086-000128	1_0574ffd73fa6b03176803abba67f3917
1_ec-1737za_000020-000047	1_23f48a49744c5420a162d7e82fe286d1
1_ec-1a_000020-000063	1_243bf9fb41a6a6f9008a9c9056273407
1_ec-1b_000011-000052	1_246b5a4e612cc87646aedee629a9ba8b
1_ec-31a_000042-000084	1_4abbd063a5b6f57624556b61c78ccd91
1_ec-4181a_000043-000074	1_4af8893c7157ae695dd10ea62d816c74
1_ec-4181a_000096-000138	1_2482a79f27c4880efee0d4bc43653098
1_ec-5164za_000050-000084	1_312a05f0645f58702091ba9a55fd2451
1_ec-51zz5a_000044-000077	1_24cb352576b87263d41e85e704bc4dae
1_ec-5323919a_000187-000206	1_4ba4e514746efbf11b272f7cc7b0fd14
1_ec-61a_000066-000108	1_24d199e052a883a6b8555f07791c8d00
1_ec-656o312a_000227-000255	1_0581646062af27612d23bf21a76c7979
1_ec-79414a_000115-000144	1_4c9c5e5fbf9f6262e7b7c64749d63f52
1_ec-819a_000052-000081	1_25065d573de6339d14ad0ee672cdc4c0
1_ec-912oa_000056-000080	1_4df6faafa04684bc3df88ed08e849d78
1_ec-oo9o4o1a_000227-000271	1_31374b9a558304fb217733720a00cfcf
1_ec-z1a_000052-000096	1_4e1decad87008fba2aa9a986844d2174
1_ec-z1za_000059-000090	1_250cdb6a580e1aa22fcf126b8d733e13
1_ec-z61za_000094-000125	1_2519f95797ff707a259bb34a2688ad5e
1_eh-135o6a_000030-000055	1_2547490afaf2be7a3c0698c0925b16aa
1_eh-17z4476a_000028-000054	1_314a746c281af63e31bc875cbed0b19f
1_eh-193o534a_000020-000048	1_0582f11bac4cae13749f441e78536176
1_eh-1a_000028-000078	1_2555902dbe37bd64e1fe4d1be2e6218d
1_eh-1b_000020-000073	1_33815abee5e733a71cfb1a19f4131fda
1_eh-1oo7a_000048-000086	1_34a1aca3eb226d5c5197bf35a3f44814
1_eh-1zz5a_000019-000058	1_35eee1b751d759ec806bd24de8c42137
1_eh-2411oa_000101-000134	1_366e99844b6e326d1cc5ce655702c18d
1_eh-2411oa_000133-000174	1_36eb08f83a8b7866bf2bf216e2b8ab9c
1_eh-517a_000055-000083	0_90d98aeb80ff159f9d3c48bff5767734
1_eh-52z15zza_000175-000205	2_42f0b1863717123b57f3861f9883579a
1_eh-712a_000072-000105	0_0abe2e5d702cfcd8321bab23a019d8ad
1_eh-71z8a_000056-000086	1_05b4acc76ac9f5a4bce04b350d01d283
1_eh-7416227a_000090-000134	1_377a1f7f2c8d77fe8bfbe231485fe89c
1_eh-79128a_000096-000134	1_4fe9aada6a6464a56c0ac4242883b45c
1_eh-8114a_000054-000087	1_37f9fe30d900cda38714462999a35e35
1_eh-8114a_000086-000115	1_38a9a86ab7217579309ef990cccdd329
1_eh-889o4o1a_000227-000275	1_39a6494f5821b3407b46a26575e0f44f
1_eh-o296186a_000178-000205	1_39d370068c15c9e8b64201019690d09d
1_eh-o681a_000119-000167	1_3d44e7eec5aa77f9ef430bc93fb16182
1_eh-z198a_000064-000100	1_3df438ec5fa0660c70ba06d96c5cd48b
1_eh-z916a_000114-000144	0_10bc190d0b5258f7f57fbd2825232ec5
1_ei-11za_000020-000064	1_259e25d61e09977bb0ca4b96d2f7cd13
1_ei-11za_000063-000095	1_25d6f5ebcbaff4e0447dd7a8fe0b6d7e
1_ei-1451a_000019-000059	1_26569ad2c72f6d215f6fc9a5b329fe39
1_ei-1451a_000126-000169	4_0936de4952c484d6d993bbee99f30ed2
1_ei-1469a_000020-000056	1_265f61c6b462dfdec6506f65e92d8d94
1_ei-1a_000019-000076	1_26851a36633d7c7ed44b3e51265c37c1
1_ei-1b_000020-000076	1_2697981f261053944043de13c09011d1
1_ei-1o4oa_000034-000090	2_20918983788a48a32b540e382849d441
1_ei-1zz8a_000019-000059	1_272b0d589e420366058132d8d76b28f8
1_ei-2291577a_000123-000157	1_5052a27bfc73c5fb02dddec8e6ef3169
1_ei-2816o8oa_000081-000151	4_1087115e05306e07129ef33670def678
1_ei-2o12a_000065-000108	2_2d678e88570d578c082b011b7880a820
1_ei-3z17a_000093-000127	4_1ced2c9fdb4084ccf9de7fc26f249d2b
1_ei-413a_000047-000087	4_20092ba7978b4292aee2f2ad6c6f5a3c
1_ei-618z34za_000060-000089	4_269eba4c6672195c975e292e879e7d24
1_ei-718a_000080-000107	1_507b857ecbb5270dccc54ad906e36e5d
1_ei-89891a_000169-000218	1_513d7f045352ceb3409a25aee3d7c2f4
1_ei-9zz6215a_000215-000251	1_515a20335ee8caf3a135896b8e4a912a
1_ei-o19a_000048-000087	1_27374ad8e7fa0e04d21ed19fb68003fe
1_ei-z281za_000134-000174	1_27414a599ce7521d504caaeef233f653
1_ei-zz5z161a_000186-000224	1_14a082b163c7547535249902992d5d9f
1_ei-zz5z161a_000257-000305	1_52cafe7e8214bb5bad29f0754f157f06
1_ek-1437739a_000020-000047	1_52d28c307145816f7b36ce6c088bd414
1_ek-14a_000048-000083	1_53262d6fa3baa653ddab736c3ef79f35
1_ek-16a_000019-000048	1_2750da7d13093987236b3bcf74f37926
1_ek-17118a_000020-000045	1_275b4f0a52a558da7c6206b1d6165769
1_ek-17118a_000086-000110	1_05c5451aa3b5f6544eeba9aaf4b7027e
1_ek-17118a_000109-000131	1_5533672b4416cf63f9185c12f884fba8
1_ek-196572oa_000019-000050	1_27653cfb088a4d80226062f046f37929
1_ek-1a_000021-000069	1_55342ea425191993b1b29c5ed074a52e
1_ek-1b_000019-000068	1_3e264b8f9a3dda1c926696319bef13cc
1_ek-311a_000049-000089	1_278484c2adf1c773f4fdce4ce31e0e92
1_ek-311a_000088-000125	1_563853fe1479cf7b798c4c6a0b2a6d27
1_ek-31554a_000048-000083	1_27952922c4ecd32747dba52d073c14b8
1_ek-54641a_000129-000172	1_569027f1678082a7a9fbe85aa68a0f9d
1_ek-657z1a_000154-000196	1_578d3cc9242c5310977b01cd5b159786
1_ek-686z815a_000176-000201	1_2807a0eeb48e58587e732ed0126b2cd9
1_ek-75183a_000102-000130	1_287cfd2afbf10904402a29a7ecf78d47
1_ek-782o1a_000153-000197	1_57bdbc36d83a9c0e0fc36d906f478943
1_ek-798z913a_000198-000226	1_05d62a5220c44bb53b1502043a847079
1_ek-8221324a_000102-000137	1_05d72f39d630b58be9455373f00a8eb5
1_ek-84616a_000122-000147	1_061188f43981737495d2ece5e90847ef
1_ek-991a_000074-000115	1_0659182354a15412994c4141f70f6025
1_ek-oo871ooa_000152-000179	4_38c27da55fe222ae57e1e6654a3a5b9d
1_ek-z51za_000080-000109	1_065bb8d1b7c69749e89b6dbd0aeef521
1_ek-zzz1262a_000110-000140	1_57ca68d2a840ef1684f7e4509a8556d2
1_el-13z5z17a_000019-000041	1_28ef1089b87e55f65dafa381dfab4c0b
1_el-13z5z17a_000182-000207	1_28fdea3c20f8be322e4561e633d7c6fb
1_el-14a_000050-000078	1_29d3b78f7478df46c1fd8111df519516
1_el-16zz625a_000020-000043	1_2a36f81dbc4d25058596579cae51b14f
1_el-186a_000018-000045	1_2a628a4eb02d561cac470baaebeddce1
1_el-1a_000056-000098	1_2a64209c2bc25e7cfed8ac944e2b204f
1_el-1b_000038-000081	1_2a8ef005865a9f74c12c3457ec3092e8
1_el-1z94za_000019-000053	1_067885b107e6d0108a9db4d9b44a5f5f
1_el-319a_000044-000071	1_2a953234881435e07785312824e328ec
1_el-417a_000043-000070	1_06887892591f6b51cfeb9a9d28f6eca0
1_el-45169a_000083-000106	1_06eb19ab0e50825aa0ee506f42bafad2
1_el-511a_000047-000072	1_0719ca2900b3cea72982f6083608bd6a
1_el-511a_000071-000111	1_0739f24c40e41781ff17752da3381790
1_el-61o6875a_000055-000078	1_2ad7b639df44c092d5cab4ec6c704210
1_el-7z61591a_000152-000180	1_2aec18eb2e5d0211fa674b82aa08eab6
1_el-7z61591a_000235-000275	1_0753c4dea72762c440cc1ea14260bd62
1_el-8187o81a_000048-000075	1_2b0c7e553ceeb3784c2e2d0f15981529
1_el-8187o81a_000200-000241	1_2b22285447ffaf1cab48a85049a7cb46
1_el-o219a_000061-000089	1_2b29c82d8048a24724b566c5f9d2c7a5
1_el-oo13a_000064-000098	1_076fdc315e34e0c03962ea68fe4d112a
1_el-z1za_000056-000085	1_2ba07cace6aeed19eaa4d1516a57505e
1_fj-13z9a_000020-000042	1_2bb74bf0d514d41c4796e407d1a3173e
1_fj-142a_000031-000054	1_2bb970bbc90c99803047b4d67d22359c
1_fj-1465a_000053-000076	1_2bff878f76dad80c6f6ea07fb5a2b8a3
1_fj-1545oa_000020-000041	1_2c027af5240d5c2ecd5f56ebfcc072ec
1_fj-17a_000050-000074	1_2cf040c55e56d48ea50de8b921c8cf20
1_fj-1a_000044-000077	1_589c020ebbc71b2067abeb778a19caf6
1_fj-1b_000020-000056	1_2d46a7cf9210399523612b1e78051e47
1_fj-211za_000073-000104	1_2d629d24e0f2dc8f21d867cdbb70974a
1_fj-211za_000103-000134	1_078d762a61532eae23ffdb401a412ea3
1_fj-29198z5a_000067-000114	1_58cb8f393395b9bfcf24a5f69f8dcdce
1_fj-32751a_000135-000175	1_2d6570e8aa775159f51467d3f8124a0e
1_fj-419a_000045-000073	1_07b46e79c988f27d11d50b918cc109b7
1_fj-51a_000068-000100	1_5905f4184c3d475bb449c51cdae8c1ce
1_fj-53815a_000095-000127	1_2d78f0a2e1ef35f272e751fccaeac194
1_fj-61a_000056-000085	1_59945d8dd8cc9190a7980cb7b49db2dd
1_fj-83631a_000117-000153	1_5e67a4fc65c0f469fd047882d90a6c1a
1_fj-83oo1a_000129-000172	1_5f16ca507c2724571302b57101d1a48a
1_fj-96116a_000110-000134	1_2d87387de7f31486d4fbc532f3f3c6b6
1_fj-96116a_000133-000162	1_2d8f51eb6640fbddbec6c1ab841933ce
1_fj-o18a_000067-000097	1_5f6581b9a56054e35ddc7eaad1f20d13
1_fj-z6671z1a_000234-000272	1_07fc5438c46b2b7b5f31e30d18d883b1
1_fj-z6671z1a_000323-000356	1_600defac131670c25234d0e7f5bcd531
1_fl-115a_000041-000060	1_0801cac6be3596b0894624cba1429af5
1_fl-115a_000059-000087	1_080b309b5cfb32e0d030b7c941e06f53
1_fl-163a_000033-000050	1_08285014d61a2f98acf72e360742637e
1_fl-17a_000022-000039	1_085474995f8500516626b68836a1a503
1_fl-1a_000028-000056	1_611cd0357b858f9fbb7afa686153b073
1_fl-1b_000036-000070	1_08664ede7095610d3339b8e4921515a0
1_fl-1ooa_000043-000079	1_61e730e5df35db51f2e702a34e348d85
1_fl-1zzz8a_000052-000084	1_0881c20bb32553eb37c49f6e08fb0342
1_fl-318a_000063-000095	1_2d9ee2f043dcf5b8886f88b751d32fa6
1_fl-44916a_000095-000125	1_08b696cb9328e0a286927cfe3b87b2e9
1_fl-4753551a_000219-000251	1_62b3ba9b1813dd3413e37891db08d1f4
1_fl-521a_000064-000103	1_62d762d3f9c2c87bceabe9660aaa4c2f
1_fl-5417a_000089-000115	1_08ba64f680ff0415f6ea3e712fae6915
1_fl-613a_000074-000101	1_08d2bb43ae8811e7f7929e96f400d503
1_fl-6142a_000081-000107	1_08dc4c46940c4d1fc24fdca9eaba7e7c
1_fl-7o156a_000088-000117	1_090158622d8683a0db997c20d41201cd
1_fl-8387141a_000149-000182	1_0905ab51fba3c5e92b9ac00ae90882d8
1_fl-8387141a_000200-000239	1_63045b6c0a76b73add975075cef5d2c1
1_fl-8981a_000111-000151	1_63428c95b6cfbba64deddc7483a73b44
1_fl-9z1a_000093-000133	1_6357a9f416d23f2cdad9cc8206ffb7ba
1_fl-zz21a_000108-000149	1_6642b9d5285c7dfd81c924f11b427cab
1_gg-11352a_000020-000047	1_2dc94db48facdc5dabdb45add571a7a3
1_gg-11352a_000046-000095	1_090b703f882b1868bc85973ffdb6f1cd
1_gg-134a_000049-000078	1_2de0b5d2449176cbf1f10b7d0033f9c4
1_gg-1565a_000020-000044	1_0948c44447c5bac9a7476edde0cd8498
1_gg-16814a_000019-000047	1_2de664e19aea63a808786e145ff4befc
1_gg-16814a_000119-000154	1_2df19ca2f1add7d05ac8147805a0ffd3
1_gg-1a_000055-000102	1_09a0fefdec0bd63998058072f7dcae59
1_gg-1b_000057-000103	1_6765650ac7fe65f7cb1e25ae5e3baa50
1_gg-1o9a_000020-000053	1_2e5bf5098e52219b6b12450a459e5307
1_gg-29oo1a_000144-000191	1_2e745630117be63d9f668c08decea698
1_gg-3175a_000048-000081	1_2e7d0f7ece7801bef529188efff2c782
1_gg-381oa_000096-000134	1_2ebe79cc7375de90b854d4c0ba04d6ce
1_gg-3o661a_000168-000214	1_67a220221bb90f67cb026f8b93ccb85d
1_gg-6861a_000121-000172	1_09a6589dd24fc42b6d77457796a572ea
1_gg-69zz312a_000246-000279	1_2ec8f66d0a4d4969da91d1d420b78e4c
1_gg-855o515a_000224-000256	1_2f231c7a85ee0ac197cbe1d819d8955c
1_gg-8712a_000092-000125	1_2f511e8605e441034b9675021255afa5
1_gg-91a_000056-000108	1_09ab2d3d05a392d11ff045d1de7d9748
1_gg-oo18837a_000075-000118	1_2f935206626414ba397ff71164fc054a
1_gr-1238oa_000040-000070	1_3035f17f3fe840da6767c1318e3b8b79
1_gr-14483a_000039-000073	1_3058822da83e63d4a00ed3f708a89508
1_gr-1826394a_000031-000055	1_30b3355926aa0763845d57dfb6ffacef
1_gr-1a_000033-000077	1_09b4c771a30a43815ccedfb8268274a4
1_gr-1b_000033-000083	1_09b8e2561d539e6b8c1067848737a7db
1_gr-1o5o6a_000041-000075	1_30e3d119cd53f3d8a4119002b9f6f804
1_gr-1za_000019-000060	1_09c7c14ce1ce320b210a13c887763fcd
1_gr-2195a_000055-000083	1_09edd6eabbb7068a7c8821b49a835d8b
1_gr-24z1a_000098-000141	1_3e4667a843f1d8efc26fe5208349ff4f
1_gr-3519558a_000104-000157	1_0a06ec59d2a00e06ebecaf6b55e351fe
1_gr-41a_000057-000097	1_3ed249dce2357b03f4a79282310b6a18
1_gr-47o1a_000124-000165	1_0a0c2b37896bc710513b8299e46b8cbc
1_gr-52142o7a_000074-000124	1_0a1eb1c8f8de98419d5d332b362623c3
1_gr-7566116a_000206-000235	1_31d1ccd12030b77fa1e0fe884ffa252f
1_gr-7566116a_000234-000263	1_0a2331de3b5e17915be20ada97399c28
1_gr-774zz13a_000249-000277	1_0a283c258153f34dc8b0bb523c5fa7a6
1_gr-81771ooa_000057-000082	1_0a2d71864acfe8965b7229c254c07d6a
1_gr-81771ooa_000171-000201	1_3f9cfb5e38f0676faa07286781b38343
1_gr-9oo1a_000103-000146	1_0a4a49ea9036a15659a2fcc5398e01b8
1_gr-o36o813a_000188-000214	1_31ff5034c98e0bacaed991f68ac0d7c2
1_gr-z61a_000112-000154	1_0a624bfeb647dda53b781ed901bc9aa8
1_ha-11a_000008-000032	1_3ff5fff2a24ebd636f0d7a782d5e728b
1_ha-11a_000031-000058	1_40bfe9ecacec3757b14c5570cf8f795b
1_ha-11b_000019-000045	1_4179a86e1aa90a01d573f842c0d54cb0
1_ha-11b_000044-000073	1_1508a31757eb0f475bb412aa29c2b3b7
1_ha-12696o5a_000018-000041	1_3240f25788788b64358a27683a39bcc3
1_ha-13a_000015-000039	0_002a94917d9ee80a30caed53dc6fc65b
1_ha-19a_000019-000047	1_43ae6a307b2d68dea5000873b2410056
1_ha-1a_000020-000054	1_152664a40c26e78d6f3d9fc3f80e9aa4
1_ha-1b_000020-000054	1_152698f4f47d531bf4c631e5f667437f
1_ha-21a_000028-000064	1_46a03edf781bf55225d8ea70e172a208
1_ha-24189a_000065-000091	1_479a7a5b4ec28c488b7e112cd1d31117
1_ha-27183z3a_000066-000117	1_47b9656e09854ad7089e77a1fb7e5d25
1_ha-551a_000061-000090	1_4b25eb333728c448ade2cff473f5b358
1_ha-5821a_000085-000119	1_68f4fb03f4dfd07284a1848c3dbc3094
1_ha-67814a_000092-000120	1_179c5423121f364faeb2e8c33a46c8f4
1_ha-71517a_000055-000081	1_0a6846e745c943d21893dc969fc3476f
1_ha-71517a_000117-000140	1_0a76e2660f9e135bd0658dd9dadd8bcc
1_ha-76z6195a_000164-000188	1_0a843bd33de52dd43078b802b64ea738
1_ha-7z163a_000079-000104	1_0a8fb2f4617b7956e482c53df0e7b498
1_ha-81653a_000037-000065	1_18550eb16a4a433a375c07e086be3aa0
1_ha-825z174a_000152-000174	1_0a9e7c305c4b553d083d011f37a3d14c
1_ha-9124a_000052-000078	1_0a9ecf7393cea0e1ca58df65e7b6bb10
1_ha-9o131o6a_000051-000091	1_4bb14489cbf862b8e3d6febe868af5c7
1_ha-9o131o6a_000131-000154	2_50784a25c8d6eca04b3bcddf20855142
1_ha-o31a_000067-000101	1_4ea41cc15b743cc9d9d33125012bc036
1_ha-o61oa_000071-000089	0_02e78ebd1b912999b9e62e2f9839e110
1_hg-11z3a_000019-000052	1_324c2d7e56d6c09e42f13fd3249b9ab5
1_hg-11z3a_000051-000095	1_324ce07d738d69c04573acbcdcfb9b13
1_hg-169z8a_000020-000051	1_0ab8f0949c2ca5fafe59a7125a8192f3
1_hg-1a_000037-000077	1_6904625927ae7e1171a34dcbf797ea3b
1_hg-1b_000030-000074	1_69768504151f9c4d47c3459b6fefc591
1_hg-1o38a_000020-000051	1_6a07c7ef3906421c103de1da8b160435
1_hg-1o787a_000020-000055	1_327fa9d54b94eba57be4f8001c450b1b
1_hg-1z2a_000041-000077	1_0b07f07e938ec1541a13d79600b871c7
1_hg-218za_000061-000105	1_6a3d2dce0abda2afcf95f733d57db0eb
1_hg-31a_000080-000125	1_6ab3627183db12bfc71a54c5b54c7caa
1_hg-35217a_000114-000147	1_6ade549c35c0d108652eed9c114897e9
1_hg-414a_000064-000092	1_0b22f201b73bbf810bb14ea828f21e69
1_hg-55196a_000100-000135	1_3299ce657efaf62f2e60b889302c76dc
1_hg-6561a_000167-000205	1_0b5bfd867e7cfac4b92a7517e4b00ae1
1_hg-7312a_000096-000135	1_33011ba4a8e6ef47efb03713ba3221f5
1_hg-7919a_000119-000150	1_331e9b8b707301e0108c7ee4a7be4046
1_hg-91186a_000060-000098	1_0b667dba6b584f2e43c7bff7e01c345c
1_hg-91186a_000097-000142	1_6b8b673eb11b0b3be9c27593769015b5
1_hg-o135513a_000050-000091	1_0ba8e96b9ff31fb86cc560ef6054261e
1_hg-o135513a_000262-000291	1_6bbaef9eddf09e8643613ffcab4f5b32
1_hg-o6ooo15a_000206-000241	1_3344e54a2308bf64b322926b6d920c3a
1_hg-z146a_000072-000107	1_6c2bacfe35f67075bb779f4261ec1095
1_hg-z1716a_000057-000096	1_6cc0d85ab0a9e16ca8ff58e6bdc75e35
1_hg-z1716a_000142-000170	1_0baebfda826be7e2fc24d6587c86b01f
1_hg-z6981a_000199-000245	1_6ce52cf91067450f8404efeee3724683
1_hh-12a_000044-000072	1_3413986b9769b1260d4ffb1a71bbff05
1_hh-144a_000019-000046	1_342a9b102e3a00d619bde0b3378a26d4
1_hh-157a_000019-000040	1_3450426e1c483909a40ed2dc3cdc55ef
1_hh-15ooa_000020-000048	1_34562e8b110dc5f507c76d1eebd8bd1b
1_hh-166z665a_000021-000045	1_6d66255d16acb0c609a1c1a4d416e0da
1_hh-1a_000028-000058	1_345709bddda50bed480d62713d1ffca6
1_hh-1b_000032-000067	1_6d8006a6063f0708ad85c0c9f2a544f3
1_hh-2z1a_000074-000108	1_6e23fc5703107ffb1945918bacd22651
1_hh-31738a_000053-000081	1_345a5c3fe76310ab675db9cfb7aaa708
1_hh-3612a_000080-000108	1_34b95f29bef61cc88fe46904fdd21b17
1_hh-4168a_000048-000072	1_6e7b6930169ee1e8289712412e80eab0
1_hh-511o458a_000055-000083	1_34f574011e26d11c5c0c009af70758bc
1_hh-511o458a_000082-000123	1_00b418a9f8b4ce77ebee686384f97a55
1_hh-518za_000061-000084	1_358ef6fd41daa00e841b5f5650a28511
1_hh-64217a_000112-000140	1_359587c75894f188ad0da7437ac40412
1_hh-719a_000087-000113	1_0bbdf9ff2e6018416d8830b7dd3e0950
1_hh-71o3627a_000060-000082	1_6ee53c813a5eddcba215cd68312c443c
1_hh-91195a_000056-000086	1_35c205d45684e4e4bbeec512a4169561
1_hh-91195a_000086-000126	1_35ef5fc5716230d0b9f59b68a2bb159a
1_hh-o824o13a_000181-000207	1_6ef2a43dc8daf42fd71b078a2439cdb5
1_hh-z813a_000108-000137	1_3634eb8a13d75ce66aedf3195a62f0db
1_hn-1113881a_000020-000043	1_363aa4e719788a12b5c32ccc76f3b391
1_hn-1113881a_000042-000068	1_705dffcbafd3f884fb16c66cec84bdf4
1_hn-1113881a_000067-000113	1_0bd426b2d8873e16e20d94a2745bdc8b
1_hn-1113881a_000206-000243	1_365d5cf49a4c7deff44e6452ee04fe1a
1_hn-147a_000020-000051	1_36dd17d02f88f4bd1bcbd70ef991f54a
1_hn-151a_000054-000084	1_3785c27ce08a3b7161eb20d86b34ae3e
1_hn-151a_000113-000149	1_0bec57a72c9a96b3202f1951a0fa1946
1_hn-17a_000041-000068	1_37ad96c8dc0cccd43c4d41651b5c59ad
